prompt_id,label,solved_models,difficulty,num_qubits,num_clbits,gate_count,gate_type_count,families,gpt-5.6-sol,gpt-5.5,gpt-5.4-mini,claude-fable-5,claude-sonnet-4-6,claude-opus-4-8,gemini-2.5-pro,gemini-3.1-pro-preview,deepseek-v4-pro,deepseek-v4-flash,mistral-ai/codestral-2501,qwen/qwen3-coder-next,meta/llama-4-maverick-17b-128e-instruct-fp8,llama-3.3-70b-versatile,openai/gpt-oss-120b,openai/gpt-oss-20b,qwen/qwen3-32b,meta-llama/llama-4-scout-17b-16e-instruct,llama-3.1-8b-instant,instruction
pqid_bench_external_gen_0073,strict_n8,12,0.368421,3,0,2,1,deutsch_jozsa;oracle_logic,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,"Create the three 3-qubit Deutsch–Jozsa oracle circuits for the two constant cases and the balanced case: one empty oracle, one with an X on qubit 2, and one with CNOTs from qubits 0 and 1 into qubit 2."
pqid_bench_external_gen_0140,extended_n8,13,0.315789,5,5,16,5,pauli_measurement,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,"Create a Qiskit circuit on 5 qubits and 5 classical bits that flips qubit 4, applies Hadamards to all five qubits, performs a CNOT from qubit 1 to qubit 4, then applies Hadamards again only to qubits 0 through 3, with barriers between these stages and measurements mapped in reverse order from qubits [0,1,2,3,4] to classical bits [4,3,2,1,0]."
pqid_bench_external_gen_0133,strict_n8,13,0.315789,3,2,6,5,arithmetic_toffoli;pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,"Create a Qiskit circuit for a 3-qubit quantum half-adder that computes the case 1 + 1: initialize the two input qubits to |1⟩, use a Toffoli gate for the carry and a CNOT for the sum, place barriers between setup, logic, and readout, and measure the sum and carry into two classical bits."
pqid_bench_external_gen_0072,strict_n8,13,0.315789,4,0,7,4,generic_or_low_level,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,"Create a 4-qubit Qiskit circuit that applies H then an RY rotation by a parameter theta on qubit 0, flips qubits 1 and 3 with X gates, and finishes with a CNOT chain 0->1, 1->2, 2->3."
pqid_bench_external_gen_0065,extended_n8,13,0.315789,2,0,6,4,generic_or_low_level,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,"Create a 2-qubit Qiskit circuit with an H on qubit 0, a CNOT from 0 to 1, parameterized RY(a) and RZ(b) on qubit 0, then another CNOT(0,1) and a final H on qubit 0."
pqid_bench_external_gen_0078,strict_n8,13,0.315789,3,3,6,3,generic_or_low_level,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,"Create a 3-qubit Qiskit circuit with a matching 3-bit classical register where qubit 0 gets an X gate, qubits 1 and 2 each get an H gate, qubit 0 receives two consecutive H gates, and then apply a CNOT from qubit 1 to qubit 0."
pqid_bench_external_gen_0017,strict_n8,13,0.315789,2,2,2,2,generic_or_low_level,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Create a 2-qubit, 2-classical-bit quantum circuit where qubit 1 is flipped with an X gate and qubit 0 is placed into superposition with an H gate, in that order."
pqid_bench_external_gen_0149,extended_n8,13,0.315789,4,0,2,1,generic_or_low_level,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,"Create a small 4-qubit Qiskit circuit where qubit 3 is the target of two CNOTs controlled by qubits 0 and 1, and show the code to build it."
pqid_bench_external_gen_0083,strict_n8,14,0.263158,2,1,6,4,deutsch_jozsa;oracle_logic;pauli_measurement,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,"Create a Qiskit circuit for the Deutsch algorithm with two qubits and one classical bit: initialize the ancilla in |1>, apply Hadamards to both qubits, use a CNOT from the input qubit to the ancilla as the balanced oracle, apply a final Hadamard to the input qubit, and measure only the input qubit."
pqid_bench_external_gen_0153,strict_n8,14,0.263158,2,0,3,3,bell_or_superdense,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,"Create a 2-qubit quantum circuit that prepares a Bell pair by applying a Hadamard to qubit 0 and a CNOT from qubit 0 to qubit 1, then performs a Y-axis rotation on qubit 0 with angle theta."
pqid_bench_external_gen_0114,extended_n8,14,0.263158,3,0,6,2,generic_or_low_level,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,"Create a small Qiskit circuit on 3 qubits that puts all qubits into superposition, applies a CNOT from qubit 0 to qubit 1, then a Hadamard on qubit 0, and finishes with a reversed CNOT from qubit 1 to qubit 0."
pqid_bench_external_gen_0109,extended_n8,15,0.210526,5,3,14,4,fourier_qft_phase;pauli_measurement,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,"Create a Qiskit circuit with 5 qubits and 3 classical bits that applies H on q0, q1, q2, then H on q1 again, uses q2 as the control for CNOTs into q3 and q4, includes zero-angle controlled-phase gates from q1 to q0, q1 to q2, and q0 to q2, applies H to q0 and later q2, and finally measures q0, q1, and q2 into the three classical bits."
pqid_bench_external_gen_0061,extended_n8,15,0.210526,3,2,11,4,bernstein_vazirani;oracle_logic;pauli_measurement,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,"Create a Qiskit circuit for a 3-qubit Bernstein–Vazirani setup where the last qubit is the oracle target: initialize that qubit in |1>, apply Hadamards to all qubits, use CNOTs from the first two qubits into the last, apply another Hadamard layer, and measure only the first two qubits."
pqid_bench_external_gen_0097,strict_n8,15,0.210526,2,0,4,4,bell_or_superdense,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,"Create a 2-qubit Qiskit circuit that prepares a Bell pair by applying H on qubit 0 and CX from qubit 0 to qubit 1, then applies X followed by Z on qubit 0."
pqid_bench_external_gen_0139,strict_n8,15,0.210526,1,0,4,4,generic_or_low_level,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,"Create a 1-qubit Qiskit circuit that applies a Hadamard gate followed by X, Y, and Z on qubit 0, in that order."
pqid_bench_external_gen_0081,strict_n8,15,0.210526,4,0,8,3,generic_or_low_level,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,"Build a 4-qubit Qiskit circuit that puts every qubit into equal superposition, applies an RZ rotation of π/4 on qubit 0 and π/3 on qubit 1, then entangles 0→2 and 1→3 with CNOT gates."
pqid_bench_external_gen_0099,strict_n8,15,0.210526,8,0,7,3,generic_or_low_level,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,"Create a Qiskit circuit on 8 qubits that flips qubits 0, 1, and 4, then puts qubit 7 into superposition and uses it as the control for CNOTs onto qubits 6, 5, and 4."
pqid_bench_external_gen_0016,strict_n8,15,0.210526,2,2,4,3,generic_or_low_level,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,"Create a 2-qubit, 2-classical-bit Qiskit circuit that applies X to qubit 1, then H to qubit 0, and finally Z to both qubits."
pqid_bench_external_gen_0042,extended_n8,15,0.210526,3,3,4,3,pauli_measurement,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,"Create a 3-qubit Qiskit circuit with barriers before and after a single CNOT from qubit 0 to qubit 2, then measure all three qubits into three classical bits in reversed order."
pqid_bench_external_gen_0084,strict_n8,15,0.210526,3,0,4,3,generic_or_low_level,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,"Create a 3-qubit Qiskit circuit where qubit 0 gets a Hadamard followed by a phase gate of π/2, then use qubit 0 as the control for CNOTs onto qubits 1 and 2."
pqid_bench_external_gen_0118,strict_n8,15,0.210526,2,1,3,3,deutsch_jozsa;oracle_logic,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"Create a 2-qubit, 1-classical-bit Qiskit circuit for the Deutsch algorithm setup that prepares the input state |+-> by applying X to qubit 1, then H to both qubits, and places a barrier before the oracle step."
pqid_bench_external_gen_0053,extended_n8,15,0.210526,3,0,2,2,generic_or_low_level,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,"Create a small Qiskit circuit on 3 qubits where qubit 0 is put into superposition and then entangled with qubit 1 using a CNOT, leaving qubit 2 untouched."
pqid_bench_external_gen_0047,extended_n8,16,0.157895,2,2,7,3,oracle_logic;pauli_measurement,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,"Create a small 2-qubit Qiskit circuit that applies X to both qubits, then performs an X–CX–X pattern around qubit 0 with qubit 1 as the target, and finally measures both qubits into two classical bits."
pqid_bench_external_gen_0044,extended_n8,16,0.157895,2,2,6,3,oracle_logic;pauli_measurement,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,"Create a 2-qubit Qiskit circuit that flips qubit 1, applies an X-CX-X pattern with qubit 0 controlling qubit 1, and then measures both qubits into two classical bits."
pqid_bench_external_gen_0045,extended_n8,16,0.157895,2,2,6,3,oracle_logic;pauli_measurement,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,"Create a small Qiskit circuit on 2 qubits and 2 classical bits that applies X on qubit 0, then an oracle-like sequence X(0)-CX(0,1)-X(0), and finally measures both qubits into matching classical bits."
pqid_bench_external_gen_0035,extended_n8,16,0.157895,3,3,5,2,pauli_measurement,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,Create a small 3-qubit circuit where qubit 0 gets two consecutive Hadamard gates and then all three qubits are measured into matching classical bits.
pqid_bench_external_gen_0096,extended_n8,16,0.157895,3,3,4,2,pauli_measurement,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,"Create a small Qiskit circuit with three qubits and three classical bits where only the first qubit is put into superposition with a Hadamard gate, then measure all qubits into matching classical bits."
pqid_bench_external_gen_0051,extended_n8,16,0.157895,6,3,3,2,simon;oracle_logic,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,"Create a small Qiskit Simon-algorithm setup for n=3 that initializes a 6-qubit circuit with 3 classical bits, applies Hadamards to the first register, and inserts a barrier before the oracle stage."
pqid_bench_external_gen_0151,extended_n8,16,0.157895,4,0,2,2,generic_or_low_level,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,Create a 4-qubit quantum circuit that flips qubit 2 and then applies a CNOT with qubit 1 as the control and qubit 3 as the target.
pqid_bench_external_gen_0031,strict_n8,17,0.105263,5,5,12,4,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,"Create a 5-qubit, 5-classical-bit Qiskit circuit that applies H on qubit 0, then CNOTs 0→1 and 1→2, inserts a barrier, follows with CNOTs 0→3, 1→3, 1→4, and 2→4, and finally measures all qubits into matching classical bits."
pqid_bench_external_gen_0126,strict_n8,17,0.105263,3,3,6,4,pauli_measurement,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,"Create a Qiskit circuit with a 3-qubit quantum register and a 3-bit classical register, apply H to qubit 0, X to qubit 1, then CX from qubit 0 to qubit 1, and finally measure the whole quantum register into the classical register."
pqid_bench_external_gen_0085,strict_n8,17,0.105263,3,3,6,3,bell_or_superdense;pauli_measurement,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,"Create a Qiskit circuit on 3 qubits and 3 classical bits that prepares a Bell-like entangled state by applying H to qubit 0, then CNOTs from qubit 0 to qubits 1 and 2, and finally measures all three qubits."
pqid_bench_external_gen_0015,strict_n8,17,0.105263,3,3,5,3,bell_or_superdense;pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,"Create a Qiskit circuit on three qubits and three classical bits that prepares a Bell pair between qubits 0 and 1 with a Hadamard followed by a CNOT, then measures all three qubits into the matching classical bits."
pqid_bench_external_gen_0054,extended_n8,17,0.105263,2,2,4,3,bell_or_superdense;pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,"Create a small Qiskit circuit that prepares a Bell pair on two qubits with an H on qubit 0, a CNOT from qubit 0 to 1, and measurements into two classical bits."
pqid_bench_external_gen_0154,extended_n8,17,0.105263,10,0,10,2,generic_or_low_level,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,Create a 10-qubit Qiskit circuit that starts with a Hadamard on qubit 0 and then applies a nearest-neighbor CNOT chain from qubit 0 through qubit 9.
pqid_bench_external_gen_0075,strict_n8,17,0.105263,4,4,8,2,pauli_measurement,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,Create a Qiskit circuit for a 4-qubit quantum coin flipper: apply a Hadamard gate to each qubit and then measure all four qubits into four classical bits.
pqid_bench_external_gen_0103,extended_n8,17,0.105263,3,3,7,2,pauli_measurement,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,"Create a small Qiskit circuit on 3 qubits and 3 classical bits where qubit 0 controls qubit 1 through four consecutive CNOT gates, then measure all qubits into the matching classical bits."
pqid_bench_external_gen_0009,strict_n8,17,0.105263,4,0,4,2,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,"Create a 4-qubit quantum circuit that applies Pauli-X to qubits 0, 1, and 3, and a Hadamard to qubit 2."
pqid_bench_external_gen_0001,strict_n8,17,0.105263,2,0,3,2,generic_or_low_level,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,"Create a 2-qubit Qiskit circuit that applies a Hadamard to both qubits, then performs an RZ rotation of 3.14/4 on qubit 1."
pqid_bench_external_gen_0041,extended_n8,17,0.105263,3,0,3,2,ghz,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,Create a compact Qiskit circuit on 3 qubits that prepares a GHZ state by applying a Hadamard to qubit 0 and then CNOTs from qubit 0 to qubits 1 and 2.
pqid_bench_external_gen_0100,strict_n8,17,0.105263,2,0,2,2,bell_or_superdense,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,Create a 2-qubit quantum circuit that prepares the Bell state |Φ+⟩ by applying a Hadamard to qubit 0 and then a CNOT from qubit 0 to qubit 1.
pqid_bench_external_gen_0105,strict_n8,17,0.105263,1,1,2,2,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,"Create a minimal Qiskit circuit with one qubit and one classical bit, apply a Pauli-X gate to the qubit, then measure it into the classical bit."
pqid_bench_external_gen_0135,extended_n8,17,0.105263,3,3,3,1,pauli_measurement,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,"Create a Qiskit circuit with three qubits and three classical bits that performs only a full register measurement, mapping each qubit directly to the matching classical bit."
pqid_bench_external_gen_0143,extended_n8,18,0.052632,3,3,9,5,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"Create a 3-qubit Qiskit circuit that puts qubits 0 and 2 into superposition, entangles them in a 0→1→2 CNOT chain, applies ry(0.2) on qubit 1 and rx(0.2) on qubit 0, then measures all three qubits into matching classical bits."
pqid_bench_external_gen_0092,extended_n8,18,0.052632,3,3,7,5,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"Create a small Qiskit circuit on 3 qubits and 3 classical bits that applies H on qubit 0, then CX from 0 to 1, then Y on qubit 0 and X on qubit 1, and finally measures all three qubits into matching classical bits."
pqid_bench_external_gen_0132,extended_n8,18,0.052632,3,3,8,4,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"Create a small 3-qubit Qiskit circuit that flips qubit 1, applies Hadamards to all three qubits, then performs a CNOT from qubit 0 to qubit 1 and measures every qubit into matching classical bits."
pqid_bench_external_gen_0068,extended_n8,18,0.052632,2,2,7,4,pauli_measurement,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"Create a small Qiskit circuit on 2 qubits and 2 classical bits that applies H on qubit 0, applies H twice then X on qubit 1, follows with a CX from qubit 0 to qubit 1, and measures both qubits into matching classical bits."
pqid_bench_external_gen_0012,strict_n8,18,0.052632,3,3,6,4,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"Create a 3-qubit, 3-classical-bit quantum circuit that applies X to qubit 0, Y to qubit 1, and Z to qubit 2, then measures each qubit into the matching classical bit."
pqid_bench_external_gen_0119,extended_n8,18,0.052632,3,2,7,3,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"Create a small Qiskit circuit on 3 qubits and 2 classical bits that applies a Hadamard to qubit 0, repeats the Hadamard on qubit 2 three times, then performs a CNOT from qubit 0 to qubit 1 and measures qubits 0 and 1 into the two classical bits."
pqid_bench_external_gen_0127,extended_n8,18,0.052632,3,3,6,3,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"Create a small Qiskit circuit with three qubits where the first two qubits are put into superposition, then entangled with a CNOT from qubit 0 to qubit 1, and finally all three qubits are measured into three classical bits."
pqid_bench_external_gen_0005,strict_n8,18,0.052632,2,2,5,3,fourier_qft_phase;pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"Create a 2-qubit Qiskit circuit named `basic_fourier` with 2 classical bits that applies H on qubit 0, a controlled-phase rotation of `3.14 / 2` from qubit 0 to qubit 1, then H on qubit 1, and finally measures both qubits into the matching classical bits."
pqid_bench_external_gen_0039,extended_n8,18,0.052632,3,3,5,3,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"Create a small Qiskit circuit on 3 qubits and 3 classical bits where qubit 0 is put into superposition, then entangled with qubit 1 using a CNOT, and finally all three qubits are measured."
pqid_bench_external_gen_0043,extended_n8,18,0.052632,2,2,5,3,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"Create a compact 2-qubit Qiskit circuit that applies X on qubit 0, then a CNOT from qubit 0 to qubit 1, then X on qubit 0 again, and finally measures both qubits into two classical bits."
pqid_bench_external_gen_0048,extended_n8,18,0.052632,5,3,5,3,generic_or_low_level,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"Create a 5-qubit, 3-classical-bit quantum circuit that applies Hadamard gates to qubits 2, 3, and 4, inserts a full barrier, then applies an X gate followed by a Hadamard on qubit 0."
pqid_bench_external_gen_0049,extended_n8,18,0.052632,4,3,5,3,generic_or_low_level,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"Create a 4-qubit Qiskit circuit with 3 classical bits where qubits 1, 2, and 3 each get a Hadamard, then a barrier is inserted, and qubit 0 receives an X followed by a Hadamard."
pqid_bench_external_gen_0058,extended_n8,18,0.052632,2,2,4,3,bell_or_superdense;pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"Create a small 2-qubit circuit that prepares a Bell pair with a Hadamard on qubit 0, a CNOT from qubit 0 to qubit 1, and measurements of both qubits into two classical bits."
pqid_bench_external_gen_0148,strict_n8,18,0.052632,1,1,4,3,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"Create a Qiskit circuit with 1 qubit and 1 classical bit that applies H, then Z, then H to qubit 0, and finally measures that qubit into classical bit 0."
pqid_bench_external_gen_0080,strict_n8,18,0.052632,2,0,2,3,bell_or_superdense,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"Create a 2-qubit Qiskit circuit that prepares an ebit for superdense coding by applying a Hadamard to qubit 0, then a CNOT from qubit 0 to qubit 1, and finishes with a barrier."
pqid_bench_external_gen_0089,extended_n8,18,0.052632,5,5,10,2,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,Create a Qiskit circuit with 5 qubits and 5 classical bits where each qubit is put into superposition with a Hadamard gate and then measured into the matching classical bit.
pqid_bench_external_gen_0067,extended_n8,18,0.052632,7,0,6,2,generic_or_low_level,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,"Create a Qiskit circuit on 7 qubits that applies H to qubit 3, then CNOTs in this order: 0→6, 6→0, 0→1, 3→1, and 3→0."
pqid_bench_external_gen_0025,strict_n8,18,0.052632,8,0,4,2,generic_or_low_level,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,"Create an 8-qubit Qiskit circuit where qubit 0 gets an X gate and qubits 1, 2, and 3 each get an H gate, with no other operations."
pqid_bench_external_gen_0057,extended_n8,18,0.052632,3,3,4,2,arithmetic_toffoli;pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"Create a small Qiskit circuit with three qubits and three classical bits that applies a Toffoli gate using the first two qubits as controls and the third as the target, then measures all three qubits."
pqid_bench_external_gen_0111,extended_n8,18,0.052632,1,1,2,2,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"Create a minimal 1-qubit Qiskit circuit for a fair coin-flip style experiment: put the qubit into superposition with a Hadamard gate, then measure it into one classical bit."
pqid_bench_external_gen_0125,strict_n8,18,0.052632,8,0,4,1,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"Create a Qiskit circuit named `wavefunction` with 8 qubits, and apply Pauli-X gates to qubits 0, 1, 2, and 3 only."
pqid_bench_external_gen_0030,strict_n8,18,0.052632,3,3,3,1,grover_setup,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,Create a 3-qubit Qiskit circuit with a 3-bit classical register that initializes the search space for Grover’s algorithm by applying a Hadamard gate to every qubit and nothing else.
pqid_bench_external_gen_0113,strict_n8,19,0.000000,4,4,8,4,ghz;pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Create a 4-qubit Qiskit circuit that prepares a GHZ state by applying H to qubit 0, then CNOTs from qubit 0 to qubits 1, 2, and 3, adds a barrier, and measures all four qubits into matching classical bits."
pqid_bench_external_gen_0008,strict_n8,19,0.000000,3,3,6,4,ghz,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Create a 3-qubit, 3-classical-bit Qiskit circuit that prepares a GHZ state by applying a Hadamard to qubit 0, entangling it with qubits 1 and 2 via CNOTs, then adding a barrier and measuring all qubits into matching classical bits."
pqid_bench_external_gen_0107,strict_n8,19,0.000000,3,3,6,4,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Create a Qiskit circuit named ""sample"" with 3 qubits and 3 classical bits, apply H to qubit 1, X to qubit 0, and Y to qubit 2, then measure each qubit into the matching classical bit."
pqid_bench_external_gen_0121,strict_n8,19,0.000000,2,1,6,4,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Create a 2-qubit Qiskit circuit with 1 classical bit that applies Hadamards to both qubits, inserts a barrier, then applies Hadamards again to both qubits, performs a CNOT from qubit 0 to qubit 1, and measures qubit 1 into classical bit 0."
pqid_bench_external_gen_0056,extended_n8,19,0.000000,2,2,5,4,bell_or_superdense;pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Create a 2-qubit quantum circuit that makes a Bell pair with an H on qubit 0 and a CNOT from qubit 0 to qubit 1, then applies a T gate to qubit 0 and measures both qubits into two classical bits."
pqid_bench_external_gen_0029,strict_n8,19,0.000000,4,4,11,3,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Create a 4-qubit, 4-classical-bit Qiskit circuit that puts every qubit into superposition with Hadamards, then applies a nearest-neighbor CNOT chain 0→1, 1→2, and 2→3, and finally measures each qubit into the matching classical bit."
pqid_bench_external_gen_0014,strict_n8,19,0.000000,2,2,5,3,bell_or_superdense;pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Create a 2-qubit Qiskit circuit with 2 classical bits that prepares a Bell pair, then applies a Hadamard to qubit 1 so it is measured in the X basis, and finally measures both qubits into matching classical bits."
pqid_bench_external_gen_0101,extended_n8,19,0.000000,2,2,5,3,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Create a small 2-qubit Qiskit circuit that applies a Hadamard to qubit 0, then a CNOT from 0 to 1 followed by another CNOT from 1 to 0, and finally measures both qubits into matching classical bits."
pqid_bench_external_gen_0019,strict_n8,19,0.000000,2,2,4,3,bell_or_superdense;pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Create a 2-qubit Bell-state circuit in Qiskit: apply a Hadamard to qubit 0, then a CNOT from qubit 0 to qubit 1, and measure both qubits into two classical bits."
pqid_bench_external_gen_0055,extended_n8,19,0.000000,2,2,4,3,bell_or_superdense;pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Create a small Qiskit circuit that prepares a Bell pair on two qubits with a Hadamard on qubit 0, a CNOT from qubit 0 to qubit 1, and measurements of both qubits into two classical bits."
pqid_bench_external_gen_0006,strict_n8,19,0.000000,14,7,9,2,generic_or_low_level,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Create a Qiskit circuit with 14 qubits and 7 classical bits that prepares qubits 0 through 6 in uniform superposition with Hadamards, and initializes qubit 13 as an ancilla in the |-⟩ state by applying X then H."
pqid_bench_external_gen_0120,extended_n8,19,0.000000,3,3,6,2,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Create a Qiskit circuit on three qubits that puts every qubit into equal superposition with Hadamard gates and then measures all qubits into three classical bits.
pqid_bench_external_gen_0003,strict_n8,19,0.000000,3,3,5,2,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Create a 3-qubit, 3-classical-bit Qiskit circuit where qubit 0 gets two consecutive Hadamard gates and then all three qubits are measured into the matching classical bits."
pqid_bench_external_gen_0013,strict_n8,19,0.000000,2,2,5,2,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Create a 2-qubit, 2-classical-bit Qiskit circuit that applies a Hadamard to qubit 0, applies two consecutive Hadamards to qubit 1, and then measures both qubits into matching classical bits."
pqid_bench_external_gen_0037,extended_n8,19,0.000000,2,2,3,2,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Create a small 2-qubit Qiskit circuit that applies a CNOT with qubit 0 as control and qubit 1 as target, then measures both qubits into two classical bits in reversed order."
pqid_bench_external_gen_0059,extended_n8,19,0.000000,1,1,2,2,pauli_measurement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Create a minimal 1-qubit quantum circuit that applies a Z gate to qubit 0 and then measures it into a 1-bit classical register.
